experiment_run_id,experiment_id,scenario_id,strategy,repetition,is_warmup,status,started_at,fault_injected_at,incident_detected_at,decision_at,remediation_started_at,recovered_at,mttr_seconds,downtime_seconds,detection_latency_seconds,decision_latency_seconds,remediation_latency_seconds,rollback,success,escalated,selected_remediation,top_ranked_candidate,sandbox_pass,candidate_fallback_count,remediation_attempts,recovery_score,final_outcome
RUN-BEB9930C,EXP-REPORT,SCENARIO-04,no_sandbox,3,False,COMPLETED,2026-08-22T08:34:33.945888+00:00,2026-08-22T08:34:34.053282+00:00,2026-08-22T08:34:34.365641+00:00,2026-08-22T08:34:34.365641+00:00,2026-08-22T08:34:34.365641+00:00,2026-08-22T08:34:34.365641+00:00,0.0,0.312,0.312,0.0,0.0,False,True,False,clear_fault,clear_fault,,0,1,0.92,SUCCESS
RUN-B68FD31F,EXP-REPORT,SCENARIO-06,no_rollback,3,False,COMPLETED,2026-08-22T08:34:34.474763+00:00,2026-08-22T08:34:34.584343+00:00,2026-08-22T08:34:34.911154+00:00,2026-08-22T08:34:34.911154+00:00,2026-08-22T08:34:34.911154+00:00,2026-08-22T08:34:34.911154+00:00,0.0,0.327,0.327,0.0,0.0,False,True,False,restart_service,restart_service,True,0,1,0.95,SUCCESS
RUN-C78A4FCA,EXP-REPORT,SCENARIO-02,no_multi_agent,2,False,FAILED,2026-08-22T08:34:35.020627+00:00,2026-08-22T08:34:35.129362+00:00,2026-08-22T08:34:35.441642+00:00,2026-08-22T08:34:35.441642+00:00,2026-08-22T08:34:35.442483+00:00,,120.0,120.0,0.312,0.0,2.0,False,False,True,restart_service,restart_service,True,0,1,0.0,FAILED
RUN-D217F089,EXP-REPORT,SCENARIO-06,safeopsai,2,False,COMPLETED,2026-08-22T08:34:35.552145+00:00,2026-08-22T08:34:35.662364+00:00,2026-08-22T08:34:35.986490+00:00,2026-08-22T08:34:35.986490+00:00,2026-08-22T08:34:36.301118+00:00,2026-08-22T08:34:36.503538+00:00,0.517,0.841,0.324,0.0,0.202,False,True,False,restart_service,restart_service,True,0,1,0.98,SUCCESS
RUN-021FBE1F,EXP-REPORT,SCENARIO-05,naive_restart,2,False,COMPLETED,2026-08-22T08:34:36.613348+00:00,2026-08-22T08:34:36.721835+00:00,2026-08-22T08:34:37.034381+00:00,2026-08-22T08:34:37.034381+00:00,2026-08-22T08:34:37.034381+00:00,2026-08-22T08:34:37.145060+00:00,0.111,0.423,0.313,0.0,0.111,False,True,False,restart_service,restart_service,,0,1,1.0,COMPLETED
RUN-E6EDDE8B,EXP-REPORT,SCENARIO-02,no_rollback,3,False,COMPLETED,2026-08-22T08:34:37.252043+00:00,2026-08-22T08:34:37.362461+00:00,2026-08-22T08:34:37.672571+00:00,2026-08-22T08:34:37.672571+00:00,2026-08-22T08:34:37.672571+00:00,2026-08-22T08:34:37.672571+00:00,0.0,0.31,0.31,0.0,0.0,False,True,False,clear_fault,clear_fault,True,0,1,0.95,SUCCESS
RUN-DD63CDB8,EXP-REPORT,SCENARIO-02,no_rollback,1,False,COMPLETED,2026-08-22T08:34:37.781671+00:00,2026-08-22T08:34:37.891357+00:00,2026-08-22T08:34:38.203818+00:00,2026-08-22T08:34:38.203818+00:00,2026-08-22T08:34:38.203818+00:00,2026-08-22T08:34:38.203818+00:00,0.0,0.312,0.312,0.0,0.0,False,True,False,clear_fault,clear_fault,True,0,1,0.95,SUCCESS
RUN-7E059FEF,EXP-REPORT,SCENARIO-06,naive_restart,3,False,FAILED,2026-08-22T08:34:38.312162+00:00,2026-08-22T08:34:38.419226+00:00,2026-08-22T08:34:38.733392+00:00,2026-08-22T08:34:38.733392+00:00,2026-08-22T08:34:38.733392+00:00,,120.0,120.0,0.314,0.0,2.0,False,False,True,restart_service,restart_service,,0,1,0.0,FAILED
RUN-8883CC96,EXP-REPORT,SCENARIO-06,no_rollback,1,False,COMPLETED,2026-08-22T08:34:38.952384+00:00,2026-08-22T08:34:39.060498+00:00,2026-08-22T08:34:39.372307+00:00,2026-08-22T08:34:39.372307+00:00,2026-08-22T08:34:39.372307+00:00,2026-08-22T08:34:39.372307+00:00,0.0,0.312,0.312,0.0,0.0,False,True,False,restart_service,restart_service,True,0,1,0.95,SUCCESS
RUN-384C53D2,EXP-REPORT,SCENARIO-01,naive_restart,2,False,COMPLETED,2026-08-22T08:34:39.481195+00:00,2026-08-22T08:34:39.591441+00:00,2026-08-22T08:34:39.902061+00:00,2026-08-22T08:34:39.902061+00:00,2026-08-22T08:34:39.902061+00:00,2026-08-22T08:34:40.011409+00:00,0.109,0.42,0.311,0.0,0.109,False,True,False,restart_service,restart_service,,0,1,1.0,COMPLETED
RUN-49CB4A34,EXP-REPORT,SCENARIO-04,no_multi_agent,1,False,FAILED,2026-08-22T08:34:40.120613+00:00,2026-08-22T08:34:40.232236+00:00,2026-08-22T08:34:40.543941+00:00,2026-08-22T08:34:40.543941+00:00,2026-08-22T08:34:40.543941+00:00,,120.0,120.0,0.312,0.0,2.0,False,False,True,restart_service,restart_service,True,0,1,0.0,FAILED
RUN-FFD134F9,EXP-REPORT,SCENARIO-06,safeopsai,1,False,COMPLETED,2026-08-22T08:34:40.653950+00:00,2026-08-22T08:34:40.763311+00:00,2026-08-22T08:34:41.075050+00:00,2026-08-22T08:34:41.075050+00:00,2026-08-22T08:34:41.385532+00:00,2026-08-22T08:34:41.588680+00:00,0.514,0.825,0.312,0.0,0.203,False,True,False,restart_service,restart_service,True,0,1,0.98,SUCCESS
RUN-F76A64F7,EXP-REPORT,SCENARIO-01,no_multi_agent,3,False,COMPLETED,2026-08-22T08:34:41.696771+00:00,2026-08-22T08:34:41.805007+00:00,2026-08-22T08:34:42.116585+00:00,2026-08-22T08:34:42.116585+00:00,2026-08-22T08:34:42.116585+00:00,2026-08-22T08:34:42.116585+00:00,0.0,0.312,0.312,0.0,0.0,False,True,False,restart_service,restart_service,True,0,1,0.85,SUCCESS
RUN-3DC04F35,EXP-REPORT,SCENARIO-05,no_multi_agent,1,False,COMPLETED,2026-08-22T08:34:42.226061+00:00,2026-08-22T08:34:42.335586+00:00,2026-08-22T08:34:42.648136+00:00,2026-08-22T08:34:42.648136+00:00,2026-08-22T08:34:42.648136+00:00,2026-08-22T08:34:42.648136+00:00,0.0,0.313,0.313,0.0,0.0,False,True,False,restart_service,restart_service,True,0,1,0.85,SUCCESS
RUN-68870D58,EXP-REPORT,SCENARIO-01,no_rollback,2,False,COMPLETED,2026-08-22T08:34:42.756076+00:00,2026-08-22T08:34:42.867543+00:00,2026-08-22T08:34:43.177911+00:00,2026-08-22T08:34:43.177911+00:00,2026-08-22T08:34:43.177911+00:00,2026-08-22T08:34:43.177911+00:00,0.0,0.31,0.31,0.0,0.0,False,True,False,restart_service,restart_service,True,0,1,0.95,SUCCESS
RUN-B4B9D24E,EXP-REPORT,SCENARIO-02,safeopsai,3,False,COMPLETED,2026-08-22T08:34:43.286986+00:00,2026-08-22T08:34:43.397346+00:00,2026-08-22T08:34:43.706395+00:00,2026-08-22T08:34:43.706395+00:00,2026-08-22T08:34:44.018877+00:00,2026-08-22T08:34:44.221098+00:00,0.515,0.824,0.309,0.0,0.202,False,True,False,clear_fault,clear_fault,True,0,1,0.98,SUCCESS
RUN-791E1AE6,EXP-REPORT,SCENARIO-02,no_rollback,2,False,COMPLETED,2026-08-22T08:34:44.330459+00:00,2026-08-22T08:34:44.439316+00:00,2026-08-22T08:34:44.751652+00:00,2026-08-22T08:34:44.751652+00:00,2026-08-22T08:34:44.751652+00:00,2026-08-22T08:34:44.751652+00:00,0.0,0.312,0.312,0.0,0.0,False,True,False,clear_fault,clear_fault,True,0,1,0.95,SUCCESS
RUN-9CD054E4,EXP-REPORT,SCENARIO-03,safeopsai,2,False,COMPLETED,2026-08-22T08:34:44.862149+00:00,2026-08-22T08:34:44.970737+00:00,2026-08-22T08:34:45.283090+00:00,2026-08-22T08:34:45.283090+00:00,2026-08-22T08:34:45.594663+00:00,2026-08-22T08:34:45.797801+00:00,0.515,0.827,0.312,0.0,0.203,False,True,False,clear_fault,clear_fault,True,0,1,0.98,SUCCESS
RUN-3DB6DB34,EXP-REPORT,SCENARIO-03,naive_restart,3,False,FAILED,2026-08-22T08:34:45.906550+00:00,2026-08-22T08:34:46.014080+00:00,2026-08-22T08:34:46.325537+00:00,2026-08-22T08:34:46.325537+00:00,2026-08-22T08:34:46.325537+00:00,,120.0,120.0,0.311,0.0,2.0,False,False,True,restart_service,restart_service,,0,1,0.0,FAILED
RUN-7B36FA1C,EXP-REPORT,SCENARIO-01,naive_restart,1,False,COMPLETED,2026-08-22T08:34:46.545719+00:00,2026-08-22T08:34:46.655728+00:00,2026-08-22T08:34:46.967395+00:00,2026-08-22T08:34:46.967395+00:00,2026-08-22T08:34:46.967395+00:00,2026-08-22T08:34:47.076538+00:00,0.109,0.421,0.312,0.0,0.109,False,True,False,restart_service,restart_service,,0,1,1.0,COMPLETED
RUN-64E107B6,EXP-REPORT,SCENARIO-01,no_rollback,3,False,COMPLETED,2026-08-22T08:34:47.186661+00:00,2026-08-22T08:34:47.296869+00:00,2026-08-22T08:34:47.621506+00:00,2026-08-22T08:34:47.621506+00:00,2026-08-22T08:34:47.621506+00:00,2026-08-22T08:34:47.621506+00:00,0.0,0.325,0.325,0.0,0.0,False,True,False,restart_service,restart_service,True,0,1,0.95,SUCCESS
RUN-C3756E25,EXP-REPORT,SCENARIO-06,no_sandbox,1,False,COMPLETED,2026-08-22T08:34:47.733023+00:00,2026-08-22T08:34:47.840219+00:00,2026-08-22T08:34:48.152050+00:00,2026-08-22T08:34:48.152050+00:00,2026-08-22T08:34:48.152050+00:00,2026-08-22T08:34:48.152050+00:00,0.0,0.312,0.312,0.0,0.0,False,True,False,restart_service,restart_service,,0,1,0.92,SUCCESS
